"COU","Country","VAR","Variable","RISK","Risk","SEX","Sex","AGE","Age","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"PRT","Portugal","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","MORETHAN64","More than 64 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",300.24,,
"SWE","Sweden","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","ALL","All","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,64.641,,
"SWE","Sweden","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","ALL","All","2019","2019","USD","US Dollar","0","Units","2015","2015",316.86,,
"SWE","Sweden","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","ALL","All","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,61.017,,
"SWE","Sweden","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","ALL","All","2019","2019","USD","US Dollar","0","Units","2015","2015",149.34,,
"SWE","Sweden","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","ALL","All","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,68.254,,
"SWE","Sweden","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","ALL","All","2019","2019","USD","US Dollar","0","Units","2015","2015",167.52,,
"SVN","Slovenia","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","ALL","All","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,396.104,,
"SVN","Slovenia","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","ALL","All","2019","2019","USD","US Dollar","0","Units","2015","2015",1455.68,,
"SVN","Slovenia","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","ALL","All","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,343.042,,
"SVN","Slovenia","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","ALL","All","2019","2019","USD","US Dollar","0","Units","2015","2015",633.16,,
"SVN","Slovenia","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","ALL","All","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,449.645,,
"SVN","Slovenia","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","ALL","All","2019","2019","USD","US Dollar","0","Units","2015","2015",822.52,,
"SWE","Sweden","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","LESSTHAN15","Less than 15 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,3.434,,
"SWE","Sweden","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","LESSTHAN15","Less than 15 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",2.96,,
"SWE","Sweden","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","LESSTHAN15","Less than 15 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,3.178,,
"SWE","Sweden","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","LESSTHAN15","Less than 15 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",1.33,,
"SWE","Sweden","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","LESSTHAN15","Less than 15 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,3.676,,
"SWE","Sweden","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","LESSTHAN15","Less than 15 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",1.63,,
"SVN","Slovenia","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","LESSTHAN15","Less than 15 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,3.662,,
"SVN","Slovenia","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","LESSTHAN15","Less than 15 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",2.02,,
"SVN","Slovenia","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","LESSTHAN15","Less than 15 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,3.608,,
"SVN","Slovenia","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","LESSTHAN15","Less than 15 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",0.97,,
"SVN","Slovenia","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","LESSTHAN15","Less than 15 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,3.714,,
"SVN","Slovenia","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","LESSTHAN15","Less than 15 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",1.06,,
"SWE","Sweden","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","15TO64","15 to 64 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,11.175,,
"SWE","Sweden","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","15TO64","15 to 64 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",34.1,,
"SWE","Sweden","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","15TO64","15 to 64 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,7.309,,
"SWE","Sweden","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","15TO64","15 to 64 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",10.95,,
"SWE","Sweden","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","15TO64","15 to 64 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,14.907,,
"SWE","Sweden","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","15TO64","15 to 64 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",23.15,,
"SVN","Slovenia","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","15TO64","15 to 64 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,101.889,,
"SVN","Slovenia","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","15TO64","15 to 64 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",242.5,,
"SVN","Slovenia","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","15TO64","15 to 64 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,47.882,,
"SVN","Slovenia","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","15TO64","15 to 64 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",55.23,,
"SVN","Slovenia","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","15TO64","15 to 64 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,152.683,,
"SVN","Slovenia","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","15TO64","15 to 64 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",187.26,,
"SWE","Sweden","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","MORETHAN64","More than 64 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,282.739,,
"SWE","Sweden","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","MORETHAN64","More than 64 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",279.8,,
"SWE","Sweden","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","MORETHAN64","More than 64 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,258.549,,
"SWE","Sweden","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","MORETHAN64","More than 64 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",137.05,,
"SWE","Sweden","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","MORETHAN64","More than 64 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,310.642,,
"SWE","Sweden","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","MORETHAN64","More than 64 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",142.75,,
"SVN","Slovenia","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","MORETHAN64","More than 64 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,1631.974,,
"SVN","Slovenia","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","MORETHAN64","More than 64 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",1211.16,,
"SVN","Slovenia","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","MORETHAN64","More than 64 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,1361.123,,
"SVN","Slovenia","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","MORETHAN64","More than 64 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",576.96,,
"SVN","Slovenia","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","MORETHAN64","More than 64 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,1992.724,,
"SVN","Slovenia","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","MORETHAN64","More than 64 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",634.19,,
"KOR","Korea","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","ALL","All","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,426.671,,
"KOR","Korea","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","ALL","All","2019","2019","USD","US Dollar","0","Units","2015","2015",1721.33,,
"KOR","Korea","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","ALL","All","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,372.522,,
"KOR","Korea","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","ALL","All","2019","2019","USD","US Dollar","0","Units","2015","2015",750.38,,
"KOR","Korea","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","ALL","All","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,480.668,,
"KOR","Korea","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","ALL","All","2019","2019","USD","US Dollar","0","Units","2015","2015",970.95,,
"SVK","Slovak Republic","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","ALL","All","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,636.494,,
"SVK","Slovak Republic","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","ALL","All","2019","2019","USD","US Dollar","0","Units","2015","2015",2179.55,,
"SVK","Slovak Republic","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","ALL","All","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,585.128,,
"SVK","Slovak Republic","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","ALL","All","2019","2019","USD","US Dollar","0","Units","2015","2015",1028.42,,
"SVK","Slovak Republic","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","ALL","All","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,690.661,,
"SVK","Slovak Republic","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","ALL","All","2019","2019","USD","US Dollar","0","Units","2015","2015",1151.13,,
"ESP","Spain","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","ALL","All","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,189.99,,
"ESP","Spain","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","ALL","All","2019","2019","USD","US Dollar","0","Units","2015","2015",733.78,,
"ESP","Spain","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","ALL","All","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,159.564,,
"ESP","Spain","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","ALL","All","2019","2019","USD","US Dollar","0","Units","2015","2015",313.45,,
"ESP","Spain","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","ALL","All","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,221.485,,
"ESP","Spain","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","ALL","All","2019","2019","USD","US Dollar","0","Units","2015","2015",420.33,,
"CHE","Switzerland","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","ALL","All","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,160.047,,
"CHE","Switzerland","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","ALL","All","2019","2019","USD","US Dollar","0","Units","2015","2015",1005.57,,
"CHE","Switzerland","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","ALL","All","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,147.939,,
"CHE","Switzerland","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","ALL","All","2019","2019","USD","US Dollar","0","Units","2015","2015",468.58,,
"CHE","Switzerland","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","ALL","All","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,172.356,,
"CHE","Switzerland","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","ALL","All","2019","2019","USD","US Dollar","0","Units","2015","2015",536.99,,
"KOR","Korea","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","LESSTHAN15","Less than 15 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,6.085,,
"KOR","Korea","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","LESSTHAN15","Less than 15 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",3.14,,
"KOR","Korea","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","LESSTHAN15","Less than 15 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,5.361,,
"KOR","Korea","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","LESSTHAN15","Less than 15 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",1.34,,
"KOR","Korea","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","LESSTHAN15","Less than 15 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,6.767,,
"KOR","Korea","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","LESSTHAN15","Less than 15 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",1.8,,
"SVK","Slovak Republic","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","LESSTHAN15","Less than 15 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,10.705,,
"SVK","Slovak Republic","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","LESSTHAN15","Less than 15 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",5.68,,
"SVK","Slovak Republic","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","LESSTHAN15","Less than 15 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,9.821,,
"SVK","Slovak Republic","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","LESSTHAN15","Less than 15 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",2.54,,
"SVK","Slovak Republic","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","LESSTHAN15","Less than 15 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,11.549,,
"SVK","Slovak Republic","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","LESSTHAN15","Less than 15 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",3.14,,
"ESP","Spain","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","LESSTHAN15","Less than 15 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,3.276,,
"ESP","Spain","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","LESSTHAN15","Less than 15 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",1.83,,
"ESP","Spain","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","LESSTHAN15","Less than 15 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,2.845,,
"ESP","Spain","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","LESSTHAN15","Less than 15 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",0.77,,
"ESP","Spain","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","LESSTHAN15","Less than 15 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,3.68,,
"ESP","Spain","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","LESSTHAN15","Less than 15 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",1.06,,
"CHE","Switzerland","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","LESSTHAN15","Less than 15 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,6.576,,
"CHE","Switzerland","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","LESSTHAN15","Less than 15 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",6.17,,
"CHE","Switzerland","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","LESSTHAN15","Less than 15 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,6.368,,
"CHE","Switzerland","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","LESSTHAN15","Less than 15 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",2.91,,
"CHE","Switzerland","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","LESSTHAN15","Less than 15 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,6.773,,
"CHE","Switzerland","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","LESSTHAN15","Less than 15 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",3.26,,
"KOR","Korea","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","15TO64","15 to 64 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,107.743,,
"KOR","Korea","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","15TO64","15 to 64 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",312.97,,
"KOR","Korea","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","15TO64","15 to 64 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,53.404,,
"KOR","Korea","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","15TO64","15 to 64 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",75.53,,
"KOR","Korea","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","15TO64","15 to 64 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,159.3,,
"KOR","Korea","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","15TO64","15 to 64 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",237.45,,
"SVK","Slovak Republic","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","15TO64","15 to 64 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,199.771,,
"SVK","Slovak Republic","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","15TO64","15 to 64 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",467.46,,
"SVK","Slovak Republic","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","15TO64","15 to 64 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,101.69,,
"SVK","Slovak Republic","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","15TO64","15 to 64 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",118.32,,
"SVK","Slovak Republic","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","15TO64","15 to 64 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,296.773,,
"SVK","Slovak Republic","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","15TO64","15 to 64 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",349.15,,
"ESP","Spain","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","15TO64","15 to 64 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,42.999,,
"ESP","Spain","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","15TO64","15 to 64 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",109.25,,
"ESP","Spain","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","15TO64","15 to 64 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,20.563,,
"ESP","Spain","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","15TO64","15 to 64 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",25.96,,
"ESP","Spain","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","15TO64","15 to 64 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,65.159,,
"ESP","Spain","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","15TO64","15 to 64 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",83.29,,
"CHE","Switzerland","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","15TO64","15 to 64 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,32.311,,
"CHE","Switzerland","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","15TO64","15 to 64 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",134.37,,
"CHE","Switzerland","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","15TO64","15 to 64 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,19.557,,
"CHE","Switzerland","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","15TO64","15 to 64 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",40.27,,
"CHE","Switzerland","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","15TO64","15 to 64 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,44.82,,
